factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,expr_key,expression,complexity,depth,non_null_ratio,operation,parents,mutation_op,first_generation,generation,fitness,monotonicity_score,top_bottom_spread
ga_g002_0009,0.1480555976720576,0.07316174506995408,2.0236750439795177,0.15111908586663125,0.09980707994317685,1.5141118841736263,0.990990990990991,demean(volume),demean(volume),2,2,0.9979032132142179,mutate,demean(high),demean,2,2,1.0371145780311202,1.0,0.05272341290185362
ga_g002_0004,0.15243622104299717,0.07872329069116181,1.9363547903633433,0.15301256519616907,0.1027992397959074,1.4884600849184562,0.9819819819819819,ts_mean[3](log_abs(volume)),ts_mean[3](log_abs(volume)),3,3,0.9916998472022396,random_init,,,0,2,1.0241602225959556,1.0,0.05279408318051962
ga_g002_0005,0.13093498942290674,0.06799130282260857,1.9257608545098808,0.12360802731883971,0.07997682847919141,1.5455480002060895,0.9234234234234234,ts_std[10](rank(returns)),ts_std[10](rank(returns)),3,3,0.9671495968146686,random_init,,,0,2,1.0097457682753463,1.0,0.04408663586121478
ga_g002_0037,0.10311151482685094,0.052667424000298425,1.9577854201919327,0.08023105337640536,0.05336470085452417,1.5034480113571838,0.9414414414414415,ts_std[10](rank(demean(high))),ts_std[10](rank(demean(high))),4,4,0.9702033213994936,crossover,ts_std[10](rank(returns))|demean(high),,2,2,0.9507224074093683,1.0,0.02993347825845269
ga_g002_0050,-0.09179566544431692,0.04286999368549929,-2.141256798816993,-0.12381983073270059,0.06411398414454177,-1.9312453029522385,0.0045045045045045045,ts_mean[3](ts_min[3](vwap)),ts_mean[3](ts_min[3](vwap)),3,3,0.9855277099296239,crossover,ts_mean[3](log_abs(volume))|ts_min[3](vwap),,2,2,0.9220065596306847,0.5,-0.035604301403500724
ga_g002_0006,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,ts_min[3](vwap),ts_min[3](vwap),2,2,0.9916998472022396,random_init,,,0,2,0.9131247208105522,0.5,-0.035411421573072185
ga_g002_0007,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,"ts_min[3](min(vwap,amount))","ts_min[3](min(vwap,amount))",4,3,0.9916998472022396,crossover,"ts_min[3](vwap)|min(vwap,amount)",,1,2,0.9091247208105522,0.5,-0.035411421573072185
ga_g002_0019,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,"ts_min[3](min(vwap,vwap))","ts_min[3](min(vwap,vwap))",4,3,0.9916998472022396,mutate,"ts_min[3](min(vwap,amount))",ts_min,2,2,0.9091247208105522,0.5,-0.035411421573072185
ga_g002_0012,-0.08675599444631588,0.043055959494635324,-2.0149590315627615,-0.11944953630409957,0.0644399034747746,-1.8536579023719182,0.013513513513513514,open,open,1,1,0.9979032132142179,random_init,,,0,2,0.8929863925469704,0.5,-0.03412999309410818
ga_g002_0023,-0.08675599444631586,0.043055959494635324,-2.014959031562761,-0.11944953630409957,0.0644399034747746,-1.8536579023719182,0.013513513513513514,zscore_cs(open),zscore_cs(open),2,2,0.9979032132142179,crossover+mutate,"covariance[60](log_abs(scale(amount)),rank(low))|zscore_cs(returns)",zscore_cs,1,2,0.8909863925469704,0.5,-0.03412999309410818
ga_g002_0041,-0.09598782177800988,0.0445005468230354,-2.1570031972803188,-0.1194947887780222,0.06443343585282929,-1.8545462801480446,0.018018018018018018,rank(zscore_cs(open)),rank(zscore_cs(open)),3,3,0.9979032132142179,crossover,rank(amount)|zscore_cs(open),,2,2,0.890711864184847,0.5,-0.03412999309410818
ga_g002_0025,-0.0844521279470593,0.04337277110623364,-1.947123178738322,-0.1176817686714828,0.0651779226646217,-1.805546477401925,0.018018018018018018,close,close,1,1,0.9979032132142179,random_init,,,0,2,0.8723629338683278,0.5,-0.03333910643683144
ga_g002_0052,0.10622157155879695,0.08153633926088871,1.302751294964615,0.1316674076557013,0.10911739555602201,1.2066582691492291,0.8108108108108109,delay[20](volume),delay[20](volume),2,2,0.942913864444965,random_inject,,,1,2,0.8622969860416818,1.0,0.03983618011380072
ga_g002_0061,0.11956746741940921,0.08360908196560829,1.4300775060368685,0.13561591999994507,0.11322104171676385,1.197797846969159,0.8198198198198198,delay[20](ts_mean[3](log_abs(volume))),delay[20](ts_mean[3](log_abs(volume))),4,4,0.9367818784086727,crossover,delay[20](volume)|ts_mean[3](log_abs(volume)),,2,2,0.8593750329746385,1.0,0.04106004186923501
ga_g002_0011,-0.08158328803054314,0.04341945849066348,-1.878956828724293,-0.11477891947661212,0.06511225908100818,-1.7627850898831834,0.02702702702702703,demean(high),demean(high),2,2,0.9979032132142179,random_inject,,,1,2,0.8520974884780596,0.5,-0.032277947602253984
ga_g002_0066,0.02198082444942243,0.024218526587753957,0.9076037045348986,0.04365997859029267,0.027315514783435673,1.5983582567064927,0.8018018018018018,"safe_div(zscore_cs(log_abs(close)),zscore_cs(low))","safe_div(zscore_cs(log_abs(close)),zscore_cs(low))",6,4,0.9979032132142179,random_inject,,,2,2,0.8305346817401789,0.0,0.009283049743593869
ga_g002_0036,0.09514651031214444,0.06998287786639398,1.3595684146312326,0.09043892063443353,0.09177586355130897,0.9854325215242676,0.7837837837837838,"rank(covariance[30](high,scale(volume)))","rank(covariance[30](high,scale(volume)))",5,4,0.9095303420662272,random_init,,,0,2,0.6657304121066926,0.5,0.030829201377810034
ga_g002_0028,0.07952283431652725,0.06466285530638648,1.2298070343434573,0.07523915838025541,0.08830606615422394,0.85202706514921,0.7882882882882883,"covariance[20](log_abs(amount),rank(low))","covariance[20](log_abs(amount),rank(low))",5,3,0.9397753761390123,crossover+mutate,"covariance[60](log_abs(amount),rank(low))|covariance[60](log_abs(amount),rank(low))",covariance,2,2,0.6521101841293899,1.0,0.02761888274256584
ga_g002_0056,0.07595833585557348,0.08566856077183173,0.8866535771259154,0.0856765855704928,0.10045054763451598,0.8529230311637777,0.7207207207207207,"covariance[30](amount,ts_rank[3](log_abs(low)))","covariance[30](amount,ts_rank[3](log_abs(low)))",5,4,0.9034942728722632,crossover,"covariance[30](amount,close)|ts_rank[3](log_abs(low))",,1,2,0.6465847445238406,1.0,0.02876438063603315
ga_g002_0030,0.07376509868476018,0.061595355988098524,1.1975756532523831,0.06845551472724093,0.0786247826534189,0.8706607817155501,0.7522522522522522,"covariance[30](amount,rank(amount))","covariance[30](amount,rank(amount))",4,3,0.9095303420662272,crossover,"covariance[30](amount,close)|rank(amount)",,2,2,0.6453803504069188,1.0,0.025221081034267998
ga_g002_0040,0.0755948862850964,0.06790570880670327,1.113233152462641,0.09173284114377442,0.10378196244504599,0.8838996583086223,0.8108108108108109,"covariance[20](zscore_cs(low),low)","covariance[20](zscore_cs(low),low)",4,3,0.9397753761390123,random_inject,,,1,2,0.6306178452000847,0.5,0.030633401282502054
ga_g002_0038,0.08275177619187463,0.0782559472444392,1.05745031663079,0.08186559235900714,0.10269614166253142,0.7971632724822778,0.7657657657657657,"rank(covariance[30](amount,close))","rank(covariance[30](amount,close))",4,3,0.9095303420662272,crossover,"rank(covariance[30](high,scale(volume)))|covariance[30](amount,close)",,1,2,0.6267328798745515,1.0,0.028743290080544187
ga_g002_0027,0.07785152441952929,0.08069482838748097,0.9647647312130254,0.08011062481964144,0.10221746336504509,0.7837273806487021,0.7477477477477478,"covariance[30](amount,close)","covariance[30](amount,close)",3,2,0.9095303420662272,random_init,,,0,2,0.6178919155918609,1.0,0.02876939423025801
ga_g002_0058,0.07265738844326973,0.08148511621875025,0.8916645372170531,0.07833666446133015,0.10260894008884254,0.7634487247748922,0.7252252252252253,"ts_min[3](covariance[30](amount,close))","ts_min[3](covariance[30](amount,close))",4,3,0.9034942728722632,crossover,"ts_min[3](vwap)|covariance[30](amount,close)",,1,2,0.6019807992897722,1.0,0.026422721184388098
ga_g002_0034,0.09047877588941962,0.07690352168386673,1.1765231800613467,0.07911757389783519,0.10426158664944905,0.758837232775349,0.6441441441441441,"max(ts_std[5](zscore_cs(amount)),mul(ts_min[60](-1),low))","max(ts_std[5](zscore_cs(amount)),mul(ts_min[60](-1),low))",8,4,0.8358372090429503,mutate,"max(ts_std[20](zscore_cs(amount)),mul(ts_min[60](-1),low))",max,2,2,0.579347643758948,1.0,0.0312711490496413
ga_g002_0048,0.09828102789964523,0.08606839289992446,1.1418945397751405,0.07437553523397757,0.11260427822510481,0.6605036363298294,0.7612612612612613,delta[30](low),delta[30](low),2,2,0.9140027436678154,crossover,delta[30](amount)|low,,2,2,0.5779842492070918,1.0,0.03279073860705925
ga_g002_0008,0.06830879607500807,0.06279258222268944,1.087848176600793,0.053942199378572316,0.08407967821071394,0.641560487938436,0.8063063063063063,ts_rank[10](high),ts_rank[10](high),2,2,0.9702033213994936,crossover+mutate,log_abs(delta[10](low))|ts_rank[10](zscore_cs(demean(open))),ts_rank,1,2,0.5623655017441398,1.0,0.02325148958678465
ga_g002_0026,0.06069601519455276,0.07691382656210874,0.7891430956895648,0.07172551468329867,0.10669377587360486,0.6722558471289698,0.6486486486486487,"ts_min[20](covariance[30](amount,close))","ts_min[20](covariance[30](amount,close))",4,3,0.8523683652870258,crossover,"ts_min[20](open)|covariance[30](amount,close)",,2,2,0.5484573917876913,1.0,0.023871482733085245
ga_g002_0021,0.08514588813060359,0.07856846463615165,1.0837158206528765,0.05962403579338585,0.10203839107055501,0.5843294388301211,0.6441441441441441,"ts_rank[60](mul(add(high,volume),close))","ts_rank[60](mul(add(high,volume),close))",6,4,0.8194778108653705,mutate,"ts_rank[60](mul(add(high,returns),close))",ts_rank,2,2,0.5027178918967847,1.0,0.029233095061749023
ga_g002_0043,0.04789935480121527,0.06111623546778592,0.7837419048243375,0.05450409077581746,0.07963740996390464,0.6844031065365038,0.6756756756756757,"rank(covariance[30](ts_min[3](vwap),close))","rank(covariance[30](ts_min[3](vwap),close))",5,4,0.9034942728722632,crossover,"rank(covariance[30](amount,close))|ts_min[3](vwap)",,2,2,0.48432566101845953,0.5,0.016902498721742126
ga_g002_0062,0.043035720956324415,0.051805570269420974,0.8307160935110274,0.03494610077600656,0.06838353072499045,0.5110309515392668,0.7387387387387387,"correlation[5](correlation[20](low,returns),high)","correlation[5](correlation[20](low,returns),high)",5,3,0.9246338987965784,random_inject,,,2,2,0.47385947473094325,1.0,0.014520479607884273
ga_g002_0060,0.0517783406338154,0.06282390812428967,0.8241821016829783,0.045349886342494525,0.0776786409245004,0.5838141064616753,0.7297297297297297,"covariance[20](ts_mean[3](log_abs(volume)),low)","covariance[20](ts_mean[3](log_abs(volume)),low)",5,4,0.9337103088299261,crossover,"covariance[20](zscore_cs(low),low)|ts_mean[3](log_abs(volume))",,2,2,0.4497271206682657,0.5,0.015541461173415247
ga_g002_0015,0.05861707043562003,0.07738793088613759,0.7574446010433398,0.06285250175524841,0.10392612373370841,0.6047805835258168,0.5765765765765766,"max(ts_std[20](zscore_cs(amount)),mul(ts_min[60](-1),low))","max(ts_std[20](zscore_cs(amount)),mul(ts_min[60](-1),low))",8,4,0.8358372090429503,crossover,"max(ts_std[20](open),mul(ts_min[60](-1),low))|zscore_cs(amount)",,1,2,0.43638207641167237,0.5,0.023599832255003617
ga_g002_0024,0.04557748135144743,0.062222240416697494,0.7324950218156496,0.04259314962908957,0.07768586816174816,0.5482741023168749,0.7612612612612613,log_abs(delta[10](low)),log_abs(delta[10](low)),3,3,0.9685102776011867,random_init,,,0,2,0.3946863224720561,0.0,0.016872305894704162
ga_g002_0017,0.058543351303034584,0.06486210378565195,0.902581752459051,0.037155765698881175,0.09227977638514025,0.4026425632395046,0.7927927927927928,ts_std[5](open),ts_std[5](open),2,2,0.9855277099296239,random_inject,,,1,2,0.3844942921403163,0.5,0.016871900702565584
ga_g002_0047,0.04146416776981038,0.06405781571609731,0.6472928760727429,0.041204542587055304,0.08392719335267662,0.49095580277427686,0.5495495495495496,"max(ts_std[20](open),mul(ts_min[60](-1),low))","max(ts_std[20](open),mul(ts_min[60](-1),low))",7,4,0.8358372090429503,random_init,,,0,2,0.36329587684717324,0.5,0.01375971546215396
ga_g002_0055,0.028554608379620032,0.05293042574720568,0.5394743755887415,0.02305352408448704,0.06353083901351403,0.36287139352249365,0.6441441441441441,"zscore_cs(correlation[5](volume,ts_std[5](open)))","zscore_cs(correlation[5](volume,ts_std[5](open)))",5,4,0.9732592766085589,crossover,"zscore_cs(correlation[5](volume,vwap))|ts_std[5](open)",,2,2,0.3345312816291106,0.5,0.008869887082164088
ga_g002_0042,0.03913775546426439,0.06799924423344995,0.5755616243306992,0.03290785172900191,0.08306552240456429,0.39616739624806946,0.5990990990990991,"covariance[30](min(vwap,amount),ts_rank[3](log_abs(low)))","covariance[30](min(vwap,amount),ts_rank[3](log_abs(low)))",7,4,0.9034942728722632,crossover,"covariance[30](amount,ts_rank[3](log_abs(low)))|min(vwap,amount)",,2,2,0.3329560384437493,0.5,0.01256138509995472
ga_g002_0016,0.0027208298027855135,0.03648552086633883,0.07457286447281403,-0.01971108530730041,0.042171196858169564,-0.46740635257739677,0.32432432432432434,"covariance[60](log_abs(scale(amount)),rank(ts_min[20](open)))","covariance[60](log_abs(scale(amount)),rank(ts_min[20](open)))",7,4,0.7629827907339871,crossover,"covariance[60](log_abs(scale(amount)),rank(low))|ts_min[20](open)",,1,2,0.30629881273159243,0.5,-0.0020762794961443065
ga_g002_0029,0.026128972180584385,0.03913829963322784,0.667606217578274,0.02090772778742588,0.04821273059180805,0.43365574881955277,0.5225225225225225,ts_min[60](log_abs(delta[10](low))),ts_min[60](log_abs(delta[10](low))),4,4,0.7688024893766522,crossover+mutate,"ts_min[3](covariance[30](amount,close))|log_abs(delta[10](low))",ts_min,2,2,0.2836319621133076,0.0,0.007095459602463133
ga_g002_0031,0.02933092945856667,0.07280075734634206,0.4028931913307964,0.020491798197250794,0.09347914501785923,0.21921251198153158,0.6531531531531531,ts_rank[3](low),ts_rank[3](low),2,2,0.9916998472022396,mutate,"min(vwap,amount)",ts_rank,1,2,0.280779395271385,0.5,0.014456289390180663
ga_g002_0059,0.02933092945856667,0.07280075734634206,0.4028931913307964,0.020491798197250794,0.09347914501785923,0.21921251198153158,0.6531531531531531,ts_rank[3](log_abs(low)),ts_rank[3](log_abs(low)),3,3,0.9916998472022396,random_init,,,0,2,0.278779395271385,0.5,0.014456289390180663
ga_g002_0020,0.029148138002059544,0.07245285888959527,0.40230487034991824,0.020491798197250794,0.09347914501785923,0.21921251198153158,0.6666666666666666,rank(ts_rank[3](log_abs(low))),rank(ts_rank[3](log_abs(low))),4,4,0.9916998472022396,crossover,rank(returns)|ts_rank[3](log_abs(low)),,1,2,0.2786596301269414,0.5,0.014456289390180663
ga_g002_0054,-0.0011369256999084684,0.0224333485286158,-0.0506801603183856,-0.016784246007929566,0.031549161681022786,-0.5320029158817713,0.2882882882882883,"covariance[60](log_abs(zscore_cs(open)),rank(ts_min[20](open)))","covariance[60](log_abs(zscore_cs(open)),rank(ts_min[20](open)))",7,4,0.7629827907339871,crossover,"covariance[60](log_abs(scale(amount)),rank(ts_min[20](open)))|zscore_cs(open)",,2,2,0.2677427679204319,0.0,-0.0029107508650335484
ga_g002_0065,0.06537193320564724,0.09543971753341189,0.6849552250902419,0.0244814264444767,0.1366410274842406,0.17916600083602452,0.8063063063063063,returns,returns,1,1,0.9947937230233881,random_init,,,0,2,0.2519455968771029,0.0,0.013106082271903102
ga_g002_0049,0.02882787814877981,0.0636840246350942,0.4526704823377902,0.02557064958751716,0.07878425981707939,0.32456546075176534,0.527027027027027,"ts_min[3](covariance[30](ts_rank[3](low),close))","ts_min[3](covariance[30](ts_rank[3](low),close))",5,4,0.89746712617526,crossover,"ts_min[3](covariance[30](amount,close))|ts_rank[3](low)",,2,2,0.23786528373008003,0.0,0.01013105440305953
ga_g002_0010,0.02708089375401464,0.07198854138147727,0.37618339300013354,0.0182194938164365,0.09645150797389329,0.1888979674777921,0.6396396396396397,ts_rank[3](log_abs(open)),ts_rank[3](log_abs(open)),3,3,0.9916998472022396,crossover,ts_rank[3](log_abs(low))|open,,2,2,0.21189146612074622,0.0,0.012247274247908793
ga_g002_0032,0.011283279268386395,0.0588003471784762,0.19189137156177585,0.00027282634985667043,0.0683896375252756,0.003989293696078425,0.5855855855855856,ts_rank[3](amount),ts_rank[3](amount),2,2,0.9916998472022396,mutate,ts_rank[3](low),ts_rank,2,2,0.1616923738821265,0.5,-0.0019060006568825116
ga_g002_0018,0.025310983925704585,0.047711844600941085,0.5304968637746892,0.009964430767435025,0.06235100903219936,0.15981186065953135,0.4954954954954955,"covariance[30](ts_min[3](covariance[30](amount,close)),close)","covariance[30](ts_min[3](covariance[30](amount,close)),close)",6,4,0.8164910050077513,crossover,"covariance[30](amount,close)|ts_min[3](covariance[30](amount,close))",,2,2,0.15429595638464488,0.0,0.006877592987824671
ga_g002_0070,0.010096532075901764,0.07892631554983794,0.12792351962161871,0.0028144151366012444,0.10600457800821982,0.026549939535469958,0.5765765765765766,ts_rank[3](returns),ts_rank[3](returns),2,2,0.9886104326295715,random_inject,,,2,2,0.12319257372926568,0.0,0.0032637888890967165
ga_g003_0064,0.08119638900423477,0.033336608617699666,2.4356523465054734,0.1232078528125704,0.056372838551258526,2.1855889463600513,0.9414414414414415,"safe_div(zscore_cs(log_abs(close)),log_abs(delta[10](low)))","safe_div(zscore_cs(log_abs(close)),log_abs(delta[10](low)))",7,4,0.9685102776011867,crossover,"safe_div(zscore_cs(log_abs(close)),zscore_cs(low))|log_abs(delta[10](low))",,3,3,1.2055316542119672,0.5,0.035735621625443
ga_g003_0057,-0.11643252531870704,0.0460135627168453,-2.5303957886330277,-0.13040510145368892,0.05718894180638009,-2.280250295506267,0.018018018018018018,delay[20](rank(zscore_cs(open))),delay[20](rank(zscore_cs(open))),4,4,0.942913864444965,crossover,delay[20](volume)|rank(zscore_cs(open)),,3,3,1.116277921176142,1.0,-0.04094813007339658
ga_g003_0046,-0.10654573075202863,0.042283062536348004,-2.519820570244603,-0.13326312568999382,0.05857738264006903,-2.274992833135516,0.018018018018018018,delay[20](ts_mean[3](ts_min[3](vwap))),delay[20](ts_mean[3](ts_min[3](vwap))),4,4,0.9306632761178216,crossover,delay[20](ts_mean[3](log_abs(volume)))|ts_min[3](vwap),,3,3,1.1157060347252943,1.0,-0.04240697220668549
ga_g003_0000,-0.1284650861222206,0.04603037340637561,-2.7908764716739634,-0.14603321678196077,0.0638550665503711,-2.286948000700378,0.0045045045045045045,rank(ts_min[10](ts_min[20](open))),rank(ts_min[10](ts_min[20](open))),4,4,0.912548376663209,crossover,rank(amount)|ts_min[10](ts_min[20](open)),,2,3,1.0819602026706727,0.5,-0.04515542181825037
ga_g003_0001,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,ts_min[10](ts_min[20](open)),ts_min[10](ts_min[20](open)),3,3,0.912548376663209,crossover,ts_min[10](open)|ts_min[20](open),,1,3,1.0810884609723923,0.5,-0.04515542181825037
ga_g003_0032,-0.11584613082208584,0.04244042112231829,-2.729617844464918,-0.1460342724870397,0.06412921255242734,-2.2771879877310637,0.0,ts_min[30](vwap),ts_min[30](vwap),2,2,0.9095303420662272,crossover+mutate,"close|covariance[30](amount,ts_rank[3](log_abs(low)))",ts_min,3,3,1.0798623543299826,0.5,-0.04537726097213436
ga_g003_0002,-0.10914813734825048,0.041122117558104535,-2.6542440863855528,-0.13916267742658353,0.062360614761976345,-2.2315796269448636,0.0,ts_min[20](open),ts_min[20](open),2,2,0.9397753761390123,random_init,,,0,3,1.0547057908492314,0.5,-0.04179265955073401
ga_g003_0003,-0.10143441822152544,0.04165610959496861,-2.435043003482425,-0.13256457999934135,0.06253410142110868,-2.1198766271005143,0.0,ts_min[10](open),ts_min[10](open),2,2,0.9702033213994936,random_init,,,0,3,1.0532930305506145,1.0,-0.03891322115334282
ga_g003_0004,-0.10016506776377891,0.04169956576731853,-2.4020650076476797,-0.1267815584690316,0.05687509205770076,-2.229122694701039,0.02702702702702703,delay[20](high),delay[20](high),2,2,0.942913864444965,mutate,delay[20](volume),delay,2,3,1.046703325998826,0.5,-0.03999298203793654
ga_g003_0005,0.14805559767205762,0.07316174506995408,2.023675043979518,0.15111908586663125,0.09980707994317685,1.5141118841736263,0.990990990990991,volume,volume,1,1,0.9979032132142179,random_init,,,0,3,1.0380237832168722,1.0,0.05272341290185362
ga_g003_0006,0.1480555976720576,0.07316174506995408,2.0236750439795177,0.15111908586663125,0.09980707994317685,1.5141118841736263,0.990990990990991,demean(volume),demean(volume),2,2,0.9979032132142179,mutate,demean(high),demean,2,3,1.0360237832168722,1.0,0.05272341290185362
ga_g003_0007,0.15243622104299717,0.07872329069116181,1.9363547903633433,0.15301256519616907,0.1027992397959074,1.4884600849184562,0.9819819819819819,ts_mean[3](log_abs(volume)),ts_mean[3](log_abs(volume)),3,3,0.9916998472022396,random_init,,,0,3,1.0224841747205182,1.0,0.05279408318051962
ga_g003_0060,0.15243622104299717,0.07872329069116181,1.9363547903633433,0.15301256519616907,0.1027992397959074,1.4884600849184562,0.9819819819819819,"max(ts_std[5](zscore_cs(amount)),ts_mean[3](log_abs(volume)))","max(ts_std[5](zscore_cs(amount)),ts_mean[3](log_abs(volume)))",7,4,0.9916998472022396,crossover,"max(ts_std[5](zscore_cs(amount)),mul(ts_min[60](-1),low))|ts_mean[3](log_abs(volume))",,3,3,1.0144841747205182,1.0,0.05279408318051962
ga_g003_0026,0.14112444008394068,0.07948210592170009,1.775549835367549,0.15008169947183064,0.10526753844974529,1.4257168133885796,0.9684684684684685,ts_min[3](demean(volume)),ts_min[3](demean(volume)),3,3,0.9916998472022396,crossover,"ts_min[3](min(vwap,vwap))|demean(volume)",,3,3,0.992567513350221,1.0,0.04991631688110841
ga_g003_0008,0.10311151482685094,0.052667424000298425,1.9577854201919327,0.08023105337640536,0.05336470085452417,1.5034480113571838,0.9414414414414415,ts_std[10](rank(demean(high))),ts_std[10](rank(demean(high))),4,4,0.9702033213994936,crossover,ts_std[10](rank(returns))|demean(high),,2,3,0.9484843272879917,1.0,0.02993347825845269
ga_g003_0045,0.09810513947831095,0.05217175233485153,1.88042638185981,0.07793907034126486,0.05202217018458283,1.498189523134556,0.9414414414414415,ts_std[10](rank(zscore_cs(open))),ts_std[10](rank(zscore_cs(open))),4,4,0.9702033213994936,crossover,ts_std[10](rank(returns))|zscore_cs(open),,3,3,0.9443234794270182,1.0,0.02884153873566607
ga_g003_0063,-0.09179566544431692,0.04286999368549929,-2.141256798816993,-0.12381983073270059,0.06411398414454177,-1.9312453029522385,0.0045045045045045045,ts_mean[3](ts_min[3](vwap)),ts_mean[3](ts_min[3](vwap)),3,3,0.9855277099296239,crossover,ts_mean[3](log_abs(volume))|ts_min[3](vwap),,2,3,0.9179687669829323,0.5,-0.035604301403500724
ga_g003_0040,-0.09179566544431692,0.04286999368549929,-2.141256798816993,-0.12381983073270059,0.06411398414454177,-1.9312453029522385,0.0045045045045045045,zscore_cs(ts_mean[3](ts_min[3](vwap))),zscore_cs(ts_mean[3](ts_min[3](vwap))),4,4,0.9855277099296239,crossover,zscore_cs(open)|ts_mean[3](ts_min[3](vwap)),,3,3,0.9159687669829324,0.5,-0.035604301403500724
ga_g003_0016,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,"ts_min[3](min(vwap,vwap))","ts_min[3](min(vwap,vwap))",4,3,0.9916998472022396,mutate,"ts_min[3](min(vwap,amount))",ts_min,2,3,0.9039190504459454,0.5,-0.035411421573072185
ga_g003_0038,-0.08879432278607886,0.043136789714139256,-2.0584360443719834,-0.1216946911884688,0.06479582589477255,-1.8781254734849613,0.0045045045045045045,low,low,1,1,0.9979032132142179,random_init,,,0,3,0.898640151383239,0.5,-0.03484343667061848
ga_g003_0071,-0.08675599444631588,0.043055959494635324,-2.0149590315627615,-0.11944953630409957,0.0644399034747746,-1.8536579023719182,0.013513513513513514,open,open,1,1,0.9979032132142179,random_init,,,0,3,0.8889054023558671,0.5,-0.03412999309410818
ga_g003_0053,-0.09598782177800988,0.0445005468230354,-2.1570031972803188,-0.1194947887780222,0.06443343585282929,-1.8545462801480446,0.018018018018018018,rank(zscore_cs(open)),rank(zscore_cs(open)),3,3,0.9979032132142179,crossover,rank(amount)|zscore_cs(open),,2,3,0.8870466945937973,0.5,-0.03412999309410818
ga_g003_0075,-0.09941286173519481,0.04509816341303247,-2.204366080825067,-0.1194947887780222,0.06443343585282929,-1.8545462801480446,0.0045045045045045045,log_abs(open),log_abs(open),2,2,0.9979032132142179,random_inject,,,3,3,0.8854971198394547,0.5,-0.03412999309410818
ga_g003_0011,-0.08675599444631589,0.043055959494635324,-2.014959031562762,-0.11944953630409957,0.0644399034747746,-1.8536579023719182,0.013513513513513514,demean(zscore_cs(open)),demean(zscore_cs(open)),3,3,0.9979032132142179,crossover,demean(high)|zscore_cs(open),,3,3,0.8849054023558671,0.5,-0.03412999309410818
ga_g003_0066,-0.08480327191759525,0.04327340854874769,-1.9597086238784258,-0.11784377028777354,0.06500491460686904,-1.8128440134174262,0.013513513513513514,vwap,vwap,1,1,0.9979032132142179,random_init,,,0,3,0.8710057568894065,0.5,-0.03344351589410963
ga_g003_0074,-0.08480327191759525,0.04327340854874769,-1.9597086238784258,-0.11784377028777354,0.06500491460686904,-1.8128440134174262,0.013513513513513514,scale(vwap),scale(vwap),2,2,0.9979032132142179,random_inject,,,3,3,0.8690057568894065,0.5,-0.03344351589410963
ga_g003_0062,-0.0844521279470593,0.04337277110623364,-1.947123178738322,-0.1176817686714828,0.0651779226646217,-1.805546477401925,0.018018018018018018,close,close,1,1,0.9979032132142179,random_init,,,0,3,0.8683381213161723,0.5,-0.03333910643683144
ga_g003_0034,0.10622157155879695,0.08153633926088871,1.302751294964615,0.1316674076557013,0.10911739555602201,1.2066582691492291,0.8108108108108109,delay[20](volume),delay[20](volume),2,2,0.942913864444965,random_inject,,,1,3,0.8603692153652286,1.0,0.03983618011380072
ga_g003_0048,0.10483396303696743,0.06878660035871349,1.5240462893975202,0.11874396899153782,0.09655531822038668,1.2298024715790976,0.8198198198198198,delay[20](ts_mean[3](log_abs(returns))),delay[20](ts_mean[3](log_abs(returns))),4,4,0.8683931698285765,crossover+mutate,open|delay[20](ts_mean[3](log_abs(volume))),delay,3,3,0.8596578766737044,1.0,0.0361237947401898
ga_g003_0022,-0.08158328803054314,0.04341945849066348,-1.878956828724293,-0.11477891947661212,0.06511225908100818,-1.7627850898831834,0.02702702702702703,demean(high),demean(high),2,2,0.9979032132142179,random_inject,,,1,3,0.8481701922111682,0.5,-0.032277947602253984
ga_g003_0036,0.02198082444942243,0.024218526587753957,0.9076037045348986,0.04365997859029267,0.027315514783435673,1.5983582567064927,0.8018018018018018,"safe_div(zscore_cs(log_abs(close)),zscore_cs(low))","safe_div(zscore_cs(log_abs(close)),zscore_cs(low))",6,4,0.9979032132142179,random_inject,,,2,3,0.8305746055791721,0.0,0.009283049743593869
ga_g003_0039,0.10477551945591071,0.07773056867160347,1.3479319815421253,0.108936689532828,0.09354037171499834,1.1645954312084585,0.8018018018018018,"covariance[30](volume,ts_rank[3](log_abs(low)))","covariance[30](volume,ts_rank[3](log_abs(low)))",5,4,0.9034942728722632,crossover,"covariance[30](amount,ts_rank[3](log_abs(low)))|volume",,3,3,0.7630318607326515,0.5,0.03574554102845166
